KNO_ID,ADRESSE_STRASSE,ADRESSE_ORTSTEIL,ADRESSE_POSTLEITZAHL,BEZIRK,DIENSTSTELLE,DUEKER,GEFAEHRDETER_KANAL,GEFAELLE,KANALSYSTEM,LAENGE,LAGE,MATERIALART,PROFILBREITE,PROFILHOEHE,PUMPWERK,SCHILDER_BENOETIGT,SONDERKANAL,WASSERSCHUTZZONE_ZONE,ATMOSPHAERE_SAUERSTOFFMANGEL,ATMOSPHAERE_SCHWEFELWASSERSTOFF,ATMOSPHAERE_METHAN,ATMOSPHAERE_ANDEREGEFAEHRDUNG,ATMOSPHAERE_BEMERKUNG,STILLGELEGT,ATMOSPHAERE_ASBESTZEMENT,ANZAHL_ABZWEIGE,BAUJAHR,BEARBEITER_NAME,BEARBEITER_ZEITPUNKT,BEMERKUNGEL,BUCHUNGSNUMMER_TYP,BUCHUNGSNUMMER_TEXT,ABLAGERUNGEN_FEINESMATERIAL,ABLAGERUNGEN_GROBESMATERIAL,ABLAGERUNGEN_HARTESMATERIAL,ABLAGERUNGEN_ANDERESMATERIAL,ABLAGERUNGEN_KATZENSTREU,ABLAGERUNGEN_LUMPEN,ABLAGERUNGENSTAND_VERSTOPFUNG,ABLAGERUNGENSTAND_PROZENT,ABLAGERUNGENSTAND_HOEHE,ABLAGERUNGENSTAND_SAND,ANHAFTENDESTOFFE_INKRUSTATION,ANHAFTENDESTOFFE_FETT,ANHAFTENDESTOFFE_FAEULNIS,ANHAFTENDESTOFFE_ANDERERSTOFF,ANHAFTENDESTOFFE_WASSERSTEIN,ANHAFTENDESTOFFE_OEL,EMPFOHLENE_REINIGUNGSKLASSE,GERUCHSBELAESTIGUNG,ORIGINAL_REINIGUNGSKLASSE,RATTENBEFALL_FESTGESTELLT,REINIGUNG_GEREINIGT,REINIGUNG_GERAEUMT,REINIGUNG_GERAEUMTE_MENGE,WASSERSTAND_WASSERAUSTRITT,WASSERSTAND_WENIGFLUSS,WASSERSTAND_PROZENT,WASSERSTAND_HOEHE,UNTERLAUFVERSTOPFUNG,REINIGUNG_RAEUMZEITPUNKT,ABLAGERUNGEN_LAUB,UNZULAESSIGE_EINLEITUNG
70.15.229.6/18,13 Troy Plaza,Arizona,85215,AZ,Mesa,1,false,13.17,,4332,Gehweg,Ziegel,500,100,HPW KAR Karow Pankgrafenstr.,true,true,true,true,false,true,true,"",false,false,2,1992,,7.3.2016,,,,true,true,false,false,false,false,true,62,26.0,20.62,false,true,true,true,true,true,4,false,5,true,true,true,50,false,false,31,40,true,18.1.2000,false,true
62.138.181.245/28,405 Prentice Hill,New Jersey,07544,NJ,Paterson,1,false,17.69,,2704,Strasse,Ziegel,500,400,HPW KAR Karow Pankgrafenstr.,false,false,false,false,true,false,false,Schlecht,false,false,3,1995,,20.2.2017,,,,false,false,true,true,false,false,false,19,3.4,3.97,true,true,false,true,true,true,1,false,4,false,false,false,23,false,false,40,81,true,26.2.2008,false,true
58.89.239.232/22,954 Granby Junction,California,93794,CA,Fresno,0,false,4.74,,583,Industrie,Stein,200,500,HPW SCHOE Schöneberg Königstr.,false,true,true,false,true,false,false,Schlecht,false,true,4,1992,,23.1.2017,,,,false,true,true,true,true,false,false,47,3.3,20.02,true,false,false,true,false,false,5,false,4,true,true,false,14,false,true,20,48,false,3.5.2008,true,false
215.223.103.48/21,24979 Jana Pass,Florida,33261,FL,Miami,0,true,11.55,,3323,Fahrbahn,Ziegel,400,100,HPW SCHOE Schöneberg Königstr.,false,true,true,true,false,true,true,Etwas nötig,true,false,1,1995,,15.6.2016,,,,true,false,true,true,false,true,false,44,11.5,2.41,false,true,false,true,true,false,1,false,1,false,false,true,27,true,false,34,14,true,3.4.1995,true,true
22.160.170.140/13,62519 Burrows Plaza,Texas,76305,TX,Wichita Falls,0,true,6.02,,1653,Gehweg,Ziegel,100,100,HPW WEG Wedding Otawistr.,false,false,false,false,true,true,true,Keine Bemerkung,false,false,2,1990,,17.9.2015,,,,true,false,false,true,false,false,true,31,0.2,29.51,false,true,false,true,true,true,3,false,1,false,true,false,42,false,false,59,64,false,9.9.2007,false,false
56.24.83.149/12,3 Annamark Court,District of Columbia,20551,DC,Washington,1,true,15.23,,2261,Fahrbahn,Mauerwerk,300,400,HPW KAR Karow Pankgrafenstr.,true,false,true,false,false,true,false,Keine Bemerkung,false,true,1,1999,,23.12.2016,,,,true,false,false,true,false,false,true,77,17.6,22.24,false,true,true,false,true,true,5,false,3,true,true,true,37,true,true,59,26,false,29.4.1998,true,false
48.119.83.46/10,00 Declaration Avenue,Kansas,66220,KS,Shawnee Mission,0,true,16.16,,4239,Fahrbahn,Beton,100,500,HPW SCHOE Schöneberg Königstr.,false,true,true,false,false,false,false,"",true,true,0,1992,,9.5.2017,,,,false,true,true,true,false,true,true,74,9.6,13.16,false,true,false,false,false,false,5,true,0,false,true,false,31,false,true,55,53,true,19.6.2010,true,false
217.231.127.75/12,0 Novick Plaza,Missouri,64144,MO,Kansas City,0,true,6.54,,4052,Fahrbahn,Beton,100,200,HPW WEG Wedding Otawistr.,true,true,true,true,false,true,false,"",false,true,3,204,,1.10.2015,,,,false,false,true,false,false,true,false,8,23.6,10.79,true,true,true,false,true,true,4,true,2,false,false,true,20,true,false,31,65,false,12.12.2004,true,true
100.81.161.87/26,3024 Algoma Way,Florida,33680,FL,Tampa,0,false,15.65,,3471,Fahrbahn,Mauerwerk,300,100,HPW SCHOE Schöneberg Königstr.,true,true,false,true,false,true,true,"",true,false,0,1999,,5.11.2016,,,,true,false,false,true,true,false,false,86,13.4,23.87,true,false,true,true,true,true,4,true,0,true,true,true,2,true,false,14,0,true,17.6.2007,true,false
47.84.249.216/17,040 Coolidge Terrace,Texas,75392,TX,Dallas,1,false,16.92,,4162,Fahrbahn,Ziegel,500,500,HPW WEG Wedding Otawistr.,true,true,true,false,false,true,false,Etwas nötig,false,false,0,1999,,1.12.2015,,,,false,true,true,true,false,false,false,7,27.5,3.44,true,false,true,false,true,true,5,true,3,true,true,true,15,false,true,41,12,true,29.10.2005,true,true
77.115.15.130/10,4 Farragut Drive,North Carolina,27635,NC,Raleigh,0,false,18.18,,1625,Strasse,Stein,400,400,HPW WEG Wedding Otawistr.,true,false,true,false,false,false,false,"",false,false,2,204,,20.9.2016,,,,false,true,false,true,true,false,false,15,11.8,8.05,false,true,true,false,false,true,0,true,4,false,true,true,29,true,false,44,42,true,29.6.1994,false,false
209.117.165.238/5,1 Mccormick Road,Florida,34611,FL,Spring Hill,1,false,11.52,,3728,Industrie,Mauerwerk,400,100,HPW KAR Karow Pankgrafenstr.,false,false,false,false,false,true,true,Schlecht,true,false,4,1992,,9.6.2017,,,,false,true,false,true,true,true,false,74,2.2,19.37,true,false,false,true,true,false,1,true,4,true,true,false,39,true,false,37,73,false,4.7.1998,true,true
37.29.227.252/4,31877 Golf Terrace,Kentucky,40210,KY,Louisville,0,true,14.32,,413,Strasse,Beton,500,200,HPW WEG Wedding Otawistr.,false,false,false,false,false,true,true,Schlecht,true,true,2,1990,,18.4.2016,,,,true,true,false,true,false,true,false,25,7.0,18.92,true,true,false,false,false,true,2,true,3,false,true,true,10,false,true,67,82,false,25.8.2000,true,false
229.160.135.15/18,92368 Lighthouse Bay Avenue,California,94159,CA,San Francisco,0,false,19.25,,4162,Industrie,Stein,400,400,HPW KAR Karow Pankgrafenstr.,true,true,false,false,false,true,true,"",true,false,2,1999,,6.9.2015,,,,false,false,false,false,true,true,true,80,13.0,2.13,true,true,true,false,false,true,2,true,0,false,true,true,6,false,true,20,93,true,18.7.2001,true,false
49.151.11.66/15,66410 Blackbird Terrace,Minnesota,55579,MN,Maple Plain,0,false,3.0,,1761,Industrie,Mauerwerk,500,500,HPW KAR Karow Pankgrafenstr.,false,true,false,true,true,false,true,Keine Bemerkung,false,false,3,1992,,17.7.2016,,,,false,false,true,true,true,true,true,36,29.8,2.38,true,false,false,true,true,false,2,true,5,true,true,true,34,true,true,64,81,true,23.11.2008,false,false
251.104.189.184/26,6 Brickson Park Plaza,Michigan,48275,MI,Detroit,1,true,2.22,,942,Industrie,Beton,200,200,HPW WEG Wedding Otawistr.,false,false,false,true,false,true,true,Keine Bemerkung,true,false,0,1992,,16.11.2015,,,,true,true,false,true,true,false,false,56,13.1,24.82,true,false,false,true,false,false,2,true,0,false,false,false,18,false,false,77,13,false,27.11.2007,true,false
161.68.117.82/29,4 Montana Road,Kentucky,40515,KY,Lexington,1,true,8.46,,3890,Gehweg,Ziegel,100,500,HPW WEG Wedding Otawistr.,false,true,true,true,true,true,true,"",false,false,2,1995,,12.3.2017,,,,false,true,true,true,true,false,true,80,2.7,6.05,true,true,false,true,true,false,1,false,3,false,false,false,31,false,false,10,43,false,17.12.1997,false,true
216.80.241.211/24,1 Stephen Court,Texas,77020,TX,Houston,0,false,14.53,,3572,Strasse,Ziegel,100,200,HPW SCHOE Schöneberg Königstr.,false,true,true,false,false,false,false,Schlecht,true,true,3,1995,,19.2.2017,,,,false,false,true,false,true,true,false,1,5.0,28.0,false,false,false,true,true,true,3,false,3,false,false,true,25,false,true,50,86,false,29.10.2001,true,false
251.89.101.4/16,4740 Ramsey Place,Washington,98042,WA,Kent,1,false,17.57,,2532,Industrie,Mauerwerk,300,300,HPW WEG Wedding Otawistr.,true,true,true,true,false,true,true,"",true,false,0,1995,,19.8.2016,,,,false,true,true,false,false,false,true,89,0.6,2.87,true,true,true,true,true,true,0,true,5,false,true,true,44,false,true,71,33,false,22.3.1998,true,true
250.29.170.186/7,1265 6th Drive,Texas,76192,TX,Fort Worth,1,true,17.58,,2750,Gehweg,Beton,100,400,HPW KAR Karow Pankgrafenstr.,false,true,false,true,true,false,true,Schlecht,true,false,1,1995,,14.12.2016,,,,true,false,false,true,false,false,false,41,2.5,15.64,true,false,true,false,true,false,5,true,2,true,false,false,50,false,false,9,62,true,19.5.1992,false,false
197.166.206.159/10,4 Rieder Drive,Nebraska,68510,NE,Lincoln,1,false,19.11,,1568,Fahrbahn,Stein,400,400,HPW WEG Wedding Otawistr.,true,true,true,false,true,false,true,Schlecht,true,false,2,1999,,16.7.2015,,,,false,false,false,true,true,true,true,15,21.5,17.53,false,true,true,true,true,true,1,false,1,false,false,false,50,true,true,19,88,false,30.9.1992,false,true
141.69.198.247/21,3075 Boyd Hill,Indiana,46239,IN,Indianapolis,1,true,3.02,,1237,Fahrbahn,Mauerwerk,100,200,HPW WEG Wedding Otawistr.,true,false,false,false,false,true,true,Keine Bemerkung,true,true,1,1992,,29.6.2017,,,,false,true,false,false,true,true,false,96,0.1,23.97,false,true,true,true,true,false,2,true,1,false,false,true,31,true,true,43,67,false,15.11.2002,true,false
45.125.84.147/3,1436 Washington Trail,California,94142,CA,San Francisco,0,true,8.94,,4402,Fahrbahn,Stein,300,500,HPW KAR Karow Pankgrafenstr.,true,false,true,true,true,true,false,Keine Bemerkung,true,false,2,1990,,15.4.2016,,,,true,true,true,true,true,true,false,80,26.3,1.98,true,false,false,false,true,true,0,true,2,true,true,false,8,true,true,65,60,false,30.4.2010,true,true
92.117.34.79/21,13649 Logan Trail,Nevada,89130,NV,Las Vegas,1,false,12.77,,4202,Strasse,Beton,200,300,HPW SCHOE Schöneberg Königstr.,false,false,false,false,true,true,true,Keine Bemerkung,true,true,1,1995,,17.1.2017,,,,true,true,false,false,false,false,true,12,11.7,27.25,true,true,false,true,true,false,0,true,4,false,true,false,7,true,false,64,80,false,7.8.2000,false,false
201.226.254.9/15,70822 Ridge Oak Parkway,Oklahoma,73142,OK,Oklahoma City,1,false,0.18,,4048,Industrie,Stein,400,200,HPW SCHOE Schöneberg Königstr.,true,false,true,false,true,true,true,Keine Bemerkung,false,true,0,1990,,15.9.2015,,,,false,true,true,true,false,false,false,75,21.5,4.06,false,true,false,true,true,false,0,true,4,true,false,false,28,false,true,71,26,false,8.8.1995,false,true
139.139.100.66/31,5 Luster Avenue,Florida,34282,FL,Bradenton,1,false,2.77,,3236,Gehweg,Beton,400,300,HPW WEG Wedding Otawistr.,false,false,true,true,false,true,false,Keine Bemerkung,true,true,2,1992,,9.3.2017,,,,false,true,true,true,false,false,true,63,3.3,15.56,false,false,false,false,false,true,3,false,2,false,false,false,27,true,false,79,2,true,22.6.1996,false,false
161.116.164.129/26,8617 Pennsylvania Plaza,Indiana,46867,IN,Fort Wayne,0,false,2.09,,3634,Gehweg,Mauerwerk,200,500,HPW WEG Wedding Otawistr.,true,false,true,true,true,true,false,"",false,false,3,1995,,19.6.2017,,,,true,false,true,true,false,false,true,35,12.3,11.93,true,true,true,true,false,false,2,false,1,false,false,false,46,false,false,29,47,false,12.3.2007,true,false
218.169.26.132/7,314 Lighthouse Bay Avenue,California,90081,CA,Los Angeles,1,false,12.45,,1497,Strasse,Ziegel,500,300,HPW WEG Wedding Otawistr.,true,true,false,false,false,false,false,Etwas nötig,true,true,3,1995,,16.2.2016,,,,false,false,true,false,false,false,false,94,8.2,12.87,true,true,false,true,true,false,0,false,3,true,false,true,24,true,false,10,81,false,3.5.1995,true,false
238.146.177.33/15,0 Loomis Trail,Virginia,23668,VA,Hampton,1,false,3.55,,948,Gehweg,Stein,300,500,HPW WEG Wedding Otawistr.,true,false,false,true,false,true,true,Schlecht,false,false,0,1990,,23.12.2015,,,,true,false,true,false,true,false,false,64,4.8,13.43,true,false,true,true,true,true,4,false,5,true,true,false,27,false,false,6,54,false,8.7.1999,false,true
86.184.186.28/7,5 Tennessee Street,North Carolina,28289,NC,Charlotte,1,true,0.68,,3702,Strasse,Beton,500,100,HPW WEG Wedding Otawistr.,true,false,true,true,false,false,true,"",false,true,3,1992,,5.2.2016,,,,false,false,true,false,true,false,false,93,29.0,2.17,false,true,false,true,true,true,4,false,1,false,false,false,30,false,false,47,5,false,25.10.1998,false,false
221.108.21.200/20,73 Rockefeller Circle,West Virginia,25321,WV,Charleston,1,true,2.74,,44,Strasse,Stein,100,100,HPW KAR Karow Pankgrafenstr.,true,true,false,false,false,false,true,Etwas nötig,false,false,0,1992,,16.5.2017,,,,true,true,false,true,false,false,true,82,17.3,14.44,true,true,true,true,false,true,3,true,3,true,true,false,20,true,true,73,7,true,29.8.1994,false,true
14.184.114.228/30,22012 Golf Course Point,Connecticut,06127,CT,West Hartford,0,false,8.29,,1330,Fahrbahn,Ziegel,400,300,HPW WEG Wedding Otawistr.,false,true,true,false,true,true,false,Keine Bemerkung,true,true,2,204,,19.4.2017,,,,true,false,false,true,true,true,true,42,14.2,7.13,true,true,true,true,false,false,2,true,2,false,true,false,11,true,false,71,58,true,12.6.1993,false,true
82.52.14.233/18,322 Raven Terrace,Minnesota,55428,MN,Minneapolis,1,true,1.14,,731,Fahrbahn,Mauerwerk,200,200,HPW WEG Wedding Otawistr.,true,false,true,true,true,false,false,Etwas nötig,true,false,3,204,,4.1.2017,,,,false,true,true,true,false,true,false,81,27.7,27.01,true,true,true,true,false,true,2,false,5,true,true,false,30,false,true,55,50,false,21.11.2009,true,true
192.188.211.65/9,335 Wayridge Avenue,New Mexico,88006,NM,Las Cruces,0,true,6.93,,1267,Fahrbahn,Stein,300,500,HPW SCHOE Schöneberg Königstr.,true,false,false,false,false,true,true,Etwas nötig,true,false,4,1990,,29.4.2017,,,,false,false,false,false,true,false,false,90,20.1,6.07,false,true,false,false,false,true,1,true,3,false,true,true,10,false,true,75,35,true,7.7.2009,false,false
47.101.56.253/29,87 Derek Terrace,Washington,99215,WA,Spokane,1,false,11.39,,77,Strasse,Ziegel,400,400,HPW KAR Karow Pankgrafenstr.,false,false,true,true,true,true,true,Schlecht,false,true,2,1999,,27.9.2016,,,,false,false,false,false,true,false,true,98,0.6,28.25,true,false,true,true,false,false,4,true,2,true,true,true,50,false,false,74,30,false,18.8.2008,true,false
224.192.240.4/26,463 Lawn Court,New York,14269,NY,Buffalo,1,true,12.7,,967,Fahrbahn,Stein,400,300,HPW KAR Karow Pankgrafenstr.,true,false,false,true,true,false,true,Keine Bemerkung,false,true,2,1990,,10.3.2017,,,,true,false,true,false,true,true,true,15,27.5,17.34,true,false,true,false,false,false,0,true,2,false,false,true,44,false,true,13,76,false,22.3.1994,false,false
158.173.100.206/13,2 Dennis Lane,North Carolina,27717,NC,Durham,1,true,6.05,,2905,Gehweg,Beton,500,400,HPW SCHOE Schöneberg Königstr.,false,false,false,false,true,true,true,Keine Bemerkung,true,false,0,1990,,22.11.2016,,,,false,false,true,true,true,false,false,90,29.0,15.28,false,false,false,true,true,false,2,false,5,false,true,true,22,true,true,35,17,false,1.10.1998,false,true
46.132.217.11/22,578 Holmberg Junction,Texas,75231,TX,Dallas,0,true,16.11,,1318,Industrie,Mauerwerk,200,300,HPW WEG Wedding Otawistr.,true,true,false,true,false,false,true,Schlecht,false,true,0,1999,,26.7.2015,,,,true,true,true,false,true,false,true,50,11.6,4.33,false,true,true,true,true,true,2,false,3,true,false,true,24,false,false,50,75,true,17.5.1997,true,true
21.171.164.218/3,22759 John Wall Crossing,Indiana,47937,IN,Crawfordsville,0,false,16.99,,3915,Fahrbahn,Beton,100,500,HPW KAR Karow Pankgrafenstr.,true,false,true,false,true,true,true,"",true,true,0,1999,,28.10.2016,,,,true,true,true,true,true,true,true,57,5.1,12.23,true,true,true,true,false,true,4,true,5,true,true,true,6,false,false,28,51,true,16.12.1992,true,false
14.181.98.199/10,50502 Mitchell Hill,Georgia,30323,GA,Atlanta,1,false,5.48,,2261,Fahrbahn,Beton,400,100,HPW SCHOE Schöneberg Königstr.,false,false,false,true,false,true,true,"",true,false,3,1999,,31.1.2016,,,,true,false,true,true,false,true,true,70,16.4,27.17,false,true,true,false,true,true,4,true,0,false,true,false,17,true,false,58,94,false,14.9.1992,false,true
87.137.187.197/1,79473 Saint Paul Avenue,Alabama,36134,AL,Montgomery,1,true,6.05,,1513,Fahrbahn,Beton,400,500,HPW SCHOE Schöneberg Königstr.,true,false,false,true,false,false,true,"",true,false,0,1992,,27.1.2016,,,,false,false,true,true,true,false,false,3,12.1,25.73,true,true,false,true,false,false,5,false,3,false,true,true,43,true,true,77,3,true,14.11.1997,true,false
119.118.135.83/15,556 Hollow Ridge Circle,District of Columbia,20244,DC,Washington,1,true,4.54,,174,Strasse,Stein,100,500,HPW SCHOE Schöneberg Königstr.,true,true,true,false,true,false,false,Etwas nötig,false,true,1,1992,,26.9.2016,,,,true,true,false,true,true,false,false,81,18.4,2.13,true,true,true,true,false,false,1,true,5,false,true,true,31,false,true,53,96,true,29.12.2003,true,true
141.160.79.208/10,0 Corry Trail,New York,14683,NY,Rochester,0,true,4.55,,2603,Gehweg,Mauerwerk,400,100,HPW WEG Wedding Otawistr.,false,true,true,false,true,true,true,"",true,false,1,1992,,8.10.2016,,,,true,true,false,true,false,true,true,79,24.1,21.09,false,false,true,true,false,true,5,false,3,true,false,true,0,false,true,47,63,false,5.8.1995,false,true
174.7.172.209/13,1 Melby Avenue,Alabama,36605,AL,Mobile,0,true,1.04,,686,Gehweg,Ziegel,500,400,HPW SCHOE Schöneberg Königstr.,true,true,true,false,false,false,false,"",false,false,0,1990,,2.2.2016,,,,true,false,false,false,false,true,false,23,7.6,27.78,true,false,false,true,false,true,0,false,4,false,false,false,28,false,false,7,30,false,18.5.2003,false,true
7.40.165.138/5,41 Main Way,Florida,34290,FL,North Port,0,false,1.16,,939,Gehweg,Mauerwerk,100,300,HPW WEG Wedding Otawistr.,true,true,false,false,false,false,false,Schlecht,false,false,4,1992,,22.3.2016,,,,false,true,true,false,false,false,true,39,22.9,0.44,true,false,true,false,false,true,5,true,2,true,true,false,50,true,true,27,73,true,11.12.1995,false,true
17.69.5.90/18,322 Esker Drive,Kentucky,40225,KY,Louisville,1,true,10.53,,307,Fahrbahn,Stein,400,200,HPW WEG Wedding Otawistr.,false,true,true,true,true,false,true,Schlecht,false,false,1,1995,,3.12.2016,,,,false,true,true,true,true,false,true,60,29.4,9.37,false,false,true,false,false,false,2,true,3,true,false,true,5,false,true,32,98,true,13.11.1999,true,true
238.176.102.184/6,1499 Fieldstone Terrace,Michigan,49006,MI,Kalamazoo,1,false,19.17,,3208,Fahrbahn,Stein,100,500,HPW WEG Wedding Otawistr.,true,false,true,true,true,true,false,Keine Bemerkung,true,false,3,204,,17.9.2015,,,,false,false,false,true,false,false,true,46,28.0,24.88,false,false,true,true,true,false,3,true,1,false,false,true,37,false,true,20,68,false,23.9.1993,true,false
109.113.247.8/14,488 Larry Place,Illinois,61105,IL,Rockford,0,false,19.18,,696,Strasse,Beton,200,100,HPW SCHOE Schöneberg Königstr.,false,false,false,false,true,true,false,Schlecht,true,true,3,204,,17.9.2015,,,,false,false,true,true,true,true,true,99,26.9,17.27,true,false,true,false,false,true,0,true,5,true,true,false,44,false,false,58,55,false,13.12.1995,false,true
10.65.56.125/18,84 Dexter Court,Florida,33190,FL,Miami,1,false,11.75,,2520,Industrie,Stein,400,300,HPW KAR Karow Pankgrafenstr.,true,false,true,true,false,true,true,"",false,false,3,1999,,20.5.2017,,,,true,false,false,false,false,false,false,6,14.4,6.33,true,false,false,true,true,false,1,true,1,false,false,true,11,false,true,68,70,true,22.2.2008,false,true
219.142.240.34/12,0110 Crest Line Trail,Idaho,83727,ID,Boise,0,false,8.86,,1829,Gehweg,Beton,200,400,HPW KAR Karow Pankgrafenstr.,true,false,true,true,true,false,false,Etwas nötig,false,false,1,1995,,16.8.2016,,,,true,true,true,true,false,true,true,1,10.9,19.31,true,false,true,true,false,true,0,false,1,true,true,true,1,true,true,72,99,false,13.2.2009,false,false
46.243.108.103/24,0 Fairview Alley,Nebraska,68179,NE,Omaha,1,false,9.87,,2610,Gehweg,Ziegel,400,100,HPW SCHOE Schöneberg Königstr.,false,false,true,true,true,false,true,Etwas nötig,true,true,1,204,,29.7.2015,,,,true,true,false,false,false,true,false,70,15.5,10.56,false,false,false,false,false,false,1,false,2,true,true,true,47,true,false,14,68,true,18.7.2001,false,true
197.240.178.58/14,183 Clove Plaza,California,90094,CA,Los Angeles,1,true,12.41,,2922,Industrie,Beton,400,400,HPW KAR Karow Pankgrafenstr.,false,true,false,false,false,true,false,Etwas nötig,false,false,0,204,,23.4.2016,,,,false,true,true,false,true,true,false,89,8.7,8.82,true,false,true,false,true,true,1,true,0,true,true,true,43,true,false,32,99,true,7.8.2001,true,false
16.6.70.23/26,7087 Upham Street,Mississippi,39404,MS,Hattiesburg,1,false,0.93,,633,Industrie,Mauerwerk,300,100,HPW SCHOE Schöneberg Königstr.,false,false,false,false,true,true,false,Etwas nötig,true,true,3,1992,,28.11.2015,,,,true,false,true,true,false,true,false,93,15.7,17.46,true,false,false,false,true,true,5,false,4,true,true,true,19,false,false,37,76,true,8.8.1994,false,false
113.130.122.122/11,22 Park Meadow Center,Indiana,46221,IN,Indianapolis,1,true,17.41,,1295,Strasse,Ziegel,100,200,HPW SCHOE Schöneberg Königstr.,true,false,false,false,false,false,false,"",false,true,4,1995,,28.5.2017,,,,true,true,true,false,false,true,true,79,11.3,14.85,true,false,false,true,false,true,5,false,5,true,true,true,5,true,true,0,73,false,8.4.2004,false,true
244.176.175.41/30,5 Starling Lane,Nebraska,68197,NE,Omaha,1,true,19.99,,2904,Gehweg,Beton,500,200,HPW KAR Karow Pankgrafenstr.,false,true,false,true,true,false,false,"",false,true,1,204,,27.8.2016,,,,false,false,false,false,false,false,false,3,14.2,28.1,true,false,true,true,false,false,3,true,1,true,false,false,48,true,false,2,20,false,4.12.2008,true,false
56.190.253.231/15,56 Hazelcrest Drive,Missouri,63167,MO,Saint Louis,0,true,5.83,,4427,Fahrbahn,Stein,400,100,HPW WEG Wedding Otawistr.,true,true,true,true,true,false,true,"",true,false,2,1995,,16.4.2017,,,,true,false,true,true,false,false,false,6,10.1,5.34,true,false,false,true,true,true,2,true,5,true,false,false,40,true,false,0,61,true,3.7.2006,true,false
59.176.186.217/2,38871 Calypso Junction,Alabama,35225,AL,Birmingham,1,false,18.91,,847,Fahrbahn,Mauerwerk,100,200,HPW WEG Wedding Otawistr.,false,true,false,true,false,false,false,Etwas nötig,true,false,4,1995,,21.7.2015,,,,true,false,false,true,false,false,true,34,4.5,3.52,false,false,true,false,true,true,2,true,4,true,false,true,37,true,false,38,85,false,28.10.2001,false,true
201.37.237.112/24,86 Buhler Drive,New York,11355,NY,Flushing,1,false,8.43,,420,Industrie,Stein,100,500,HPW KAR Karow Pankgrafenstr.,false,true,true,true,true,false,false,Schlecht,true,true,0,1992,,15.8.2015,,,,true,true,true,false,false,true,false,97,15.3,14.07,false,true,false,true,true,true,5,true,1,false,false,false,11,false,false,5,47,false,18.10.1993,true,false
96.207.89.144/16,91 Florence Crossing,Pennsylvania,16505,PA,Erie,0,false,3.98,,1660,Gehweg,Ziegel,500,400,HPW WEG Wedding Otawistr.,true,false,true,false,true,false,false,"",true,true,4,1992,,10.9.2016,,,,false,true,true,false,true,false,true,94,8.9,17.95,true,true,false,false,false,false,0,true,2,true,true,true,41,false,false,29,4,true,31.8.1998,false,true
186.17.27.108/20,681 Twin Pines Pass,Virginia,24515,VA,Lynchburg,0,true,19.48,,2423,Industrie,Beton,500,400,HPW WEG Wedding Otawistr.,false,false,false,true,true,true,false,Etwas nötig,true,false,3,1992,,8.12.2016,,,,true,false,false,false,false,true,false,36,26.8,9.62,true,false,false,true,false,true,3,false,2,false,false,false,10,true,false,75,58,true,20.2.2007,true,true
162.26.137.193/28,44 Clarendon Crossing,District of Columbia,20430,DC,Washington,0,true,13.21,,767,Industrie,Mauerwerk,500,300,HPW SCHOE Schöneberg Königstr.,false,true,false,false,false,true,false,Etwas nötig,false,false,3,1999,,19.9.2016,,,,true,false,false,true,true,true,true,46,23.2,2.89,true,false,true,false,false,false,3,false,3,true,false,false,46,false,false,31,52,false,28.6.1995,true,true
94.3.19.47/19,46 Toban Court,Georgia,30022,GA,Alpharetta,1,true,11.95,,3870,Gehweg,Beton,400,200,HPW WEG Wedding Otawistr.,false,true,true,true,true,false,false,Schlecht,false,false,0,1995,,30.4.2016,,,,false,false,false,true,false,true,true,48,27.6,26.65,false,false,false,false,true,false,0,false,3,false,true,false,12,true,false,18,70,true,13.10.2002,true,true
159.49.157.178/9,4 Garrison Court,Texas,77705,TX,Beaumont,0,false,16.78,,765,Strasse,Beton,500,200,HPW KAR Karow Pankgrafenstr.,true,true,true,false,true,false,true,Keine Bemerkung,true,true,4,204,,6.10.2016,,,,false,true,true,false,true,false,true,3,1.0,3.49,false,false,true,true,true,false,5,true,1,true,true,true,18,false,true,12,13,false,28.1.2000,false,true
82.48.58.217/26,1891 Pleasure Center,California,94975,CA,Petaluma,0,false,0.63,,3764,Gehweg,Beton,200,400,HPW WEG Wedding Otawistr.,false,false,true,false,false,true,true,Keine Bemerkung,false,false,0,1992,,16.5.2016,,,,true,false,true,true,false,false,false,17,26.0,13.67,false,true,false,true,false,true,4,false,1,false,false,false,22,true,true,14,47,true,17.9.2005,true,true
62.75.128.32/2,58 Buell Court,Colorado,80935,CO,Colorado Springs,1,false,10.48,,1924,Industrie,Mauerwerk,100,500,HPW KAR Karow Pankgrafenstr.,false,false,true,false,true,false,true,"",true,false,0,1992,,13.1.2016,,,,false,true,false,false,false,false,false,2,3.1,13.2,true,false,true,false,true,true,2,false,1,false,true,false,43,false,true,78,52,true,15.3.1999,false,true
19.152.193.53/28,7765 Farwell Plaza,Arizona,85030,AZ,Phoenix,1,true,1.47,,1156,Fahrbahn,Mauerwerk,100,500,HPW KAR Karow Pankgrafenstr.,false,false,false,true,true,false,true,Keine Bemerkung,false,false,2,1992,,21.4.2016,,,,false,false,false,true,false,false,true,78,1.8,10.94,false,false,false,false,true,true,4,true,0,true,true,false,10,false,true,77,67,true,4.4.1993,false,false
